"","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04"
"Smp_046140",2,0,0,0,2,2,0,4
"Smp_046250",4,0,2,0,2,2,0,2
"Smp_046430",0,3,0,0,2,1,0,4
"Smp_046690",13,0,17,22,24,65,3,30
"Smp_046930",0,4,2,6,2,6,0,2
"Smp_047200",17,0,4,8,6,10,0,8
"Smp_047360",0,0,0,2,2,4,0,4
"Smp_047640",2,0,2,0,0,12,0,3
"Smp_047860",2,0,0,4,6,1,0,2
"Smp_047900",6,2,6,15,6,10,2,2
"Smp_048050",19,5,10,19,2,19,1,11
"Smp_048160",0,0,0,4,6,7,0,2
"Smp_048240",0,0,4,4,0,5,0,2
"Smp_048260",3,0,0,0,2,4,0,3
"Smp_048430",10,4,14,22,4,16,0,20
"Smp_048660",2,0,0,4,8,2,0,3
"Smp_048880",1,0,0,1,4,0,0,6
"Smp_048990",4,0,2,1,2,1,0,2
"Smp_049230",11,1,8,12,2,12,0,11
"Smp_049510",2,0,2,2,0,4,0,0
"Smp_049550",20,4,18,40,16,14,2,58
"Smp_049580",6,2,0,2,0,2,0,2
"Smp_049610",29,8,22,30,12,37,4,42
"Smp_049630",6,0,0,5,0,2,4,4
"Smp_049680",2,0,0,6,8,6,0,12
"Smp_049890",2,0,0,4,4,0,0,4
"Smp_050110",6,0,0,4,7,10,0,7
"Smp_050160",0,0,0,2,4,2,0,2
"Smp_050220",2,0,2,12,4,2,0,2
"Smp_050280",2,1,0,4,0,5,0,4
"Smp_050360",1,2,4,7,11,12,0,8
"Smp_050570",4,3,5,5,1,4,0,2
"Smp_050700",2,0,0,2,0,4,0,2
"Smp_050830",0,0,2,2,2,2,0,10
"Smp_050920",4,0,2,4,4,6,0,4
"Smp_050940",2,0,4,4,4,16,2,6
"Smp_051080",1,0,4,6,0,2,0,6
"Smp_051210",12,2,6,10,10,14,1,18
"Smp_051230",8,0,4,4,6,30,2,12
"Smp_051260",22,2,12,20,18,30,2,26
"Smp_051300",3,4,0,0,4,6,4,4
"Smp_051530",2,2,0,0,2,4,0,0
"Smp_051640",2,0,4,2,2,9,0,4
"Smp_051670",10,1,1,3,0,5,0,4
"Smp_052060",0,4,0,6,2,7,0,3
"Smp_052230",0,2,0,6,0,2,0,6
"Smp_052330",4,0,0,4,0,6,0,2
"Smp_052350",5,2,2,6,0,0,0,2
"Smp_052500",3,0,0,2,4,4,0,3
"Smp_052640",12,1,1,9,3,1,2,0
"Smp_052780",2,0,0,2,4,2,0,0
"Smp_052910",8,2,2,2,0,8,0,4
"Smp_053060",2,0,4,0,2,2,0,0
"Smp_053120",3,0,2,5,1,0,0,0
"Smp_053130",13,2,7,6,8,18,0,6
"Smp_053220",4,0,0,10,0,6,0,8
"Smp_053230",6,4,6,6,0,22,0,14
"Smp_053390",2,2,4,2,2,6,0,6
"Smp_053430",2,2,0,2,2,2,0,0
"Smp_053510",2,0,2,6,2,6,0,0
"Smp_053610",6,0,6,14,2,4,0,2
"Smp_053820",6,2,0,4,2,14,2,6
"Smp_053830",10,0,4,4,8,14,0,4
"Smp_053940",5,3,4,17,13,12,0,13
"Smp_054120",2,1,5,6,2,0,0,4
"Smp_054240",16,10,8,10,10,46,0,12
"Smp_054300",2,0,2,4,2,0,0,2
"Smp_054320",138,30,91,149,65,191,12,150
"Smp_054340",16,2,10,8,0,10,0,14
"Smp_054470",6,0,0,0,2,2,0,7
"Smp_054540",2,2,0,0,8,4,0,10
"Smp_054560",4,5,0,2,0,3,0,2
"Smp_054730",0,0,0,2,2,2,0,4
"Smp_054790",11,3,3,6,7,4,3,9
"Smp_054800",12,8,13,9,10,19,7,30
"Smp_055050",10,0,8,0,10,12,0,6
"Smp_055200",33,14,14,29,13,34,2,31
"Smp_055260",2,0,0,2,2,2,0,2
"Smp_055440",5,2,0,2,1,2,0,2
"Smp_055720",2,4,0,8,5,4,2,4
"Smp_055800",20,6,16,16,6,8,2,6
"Smp_055880",4,0,10,12,4,18,0,6
"Smp_055900",10,0,2,2,0,4,0,2
"Smp_055960",6,0,2,10,6,12,4,6
"Smp_055990",2,0,2,18,4,12,0,10
"Smp_056200",4,0,2,2,0,0,0,2
"Smp_056360",32,4,8,24,10,17,4,18
"Smp_056440",8,0,0,4,2,3,0,2
"Smp_056460",10,2,5,10,8,26,2,15
"Smp_056500",14,0,10,14,8,12,0,8
"Smp_056620",5,0,2,2,0,2,2,0
"Smp_056640",4,0,0,0,2,0,2,4
"Smp_056760",4,0,2,2,6,12,0,7
"Smp_056810",2,0,0,6,0,4,2,0
"Smp_056900",8,1,3,1,0,3,0,3
"Smp_056970",24,8,16,12,20,48,0,21
"Smp_057120",5,2,0,2,0,0,0,1
"Smp_057230",2,2,2,3,0,0,1,2
"Smp_057320",0,0,0,4,0,8,2,6
"Smp_057620",2,0,2,0,2,4,0,2
"Smp_057630",2,2,2,0,4,2,0,6
"Smp_058150",0,2,2,4,0,4,0,2
"Smp_058170",8,0,6,14,4,8,2,2
"Smp_058240",0,2,2,2,2,0,0,2
"Smp_058270",3,1,1,2,0,4,0,4
"Smp_058320",2,0,4,0,0,2,0,4
"Smp_058450",25,7,8,4,2,9,2,10
"Smp_058460",0,2,2,8,0,2,0,4
"Smp_058620",2,0,0,2,0,4,0,4
"Smp_058650",0,6,2,6,4,2,0,0
"Smp_058690",10,2,7,12,10,40,0,14
"Smp_058700",2,0,1,0,3,6,0,4
"Smp_058730",8,2,0,6,0,0,4,0
"Smp_058780",4,0,2,0,2,0,0,6
"Smp_059130",4,0,2,0,0,4,0,9
"Smp_059200",3,0,1,2,2,8,0,0
"Smp_059210",2,0,2,4,2,4,0,4
"Smp_059240",2,2,1,0,6,4,0,0
"Smp_059340",6,0,0,6,0,8,2,5
"Smp_059350",4,0,2,2,6,4,0,4
"Smp_059540",2,0,0,2,4,0,0,2
"Smp_059600",1,2,0,4,2,0,0,14
"Smp_059780",1,0,0,7,1,5,0,11
"Smp_059790",1,0,4,2,2,0,0,2
"Smp_059920",0,0,2,2,0,0,4,2
"Smp_060090",31,6,4,6,10,28,0,8
"Smp_060190",0,2,4,4,4,10,4,12
"Smp_060420",4,2,2,6,4,6,0,12
"Smp_060480",2,0,2,4,0,2,0,0
"Smp_060910",2,4,4,8,8,22,0,6
"Smp_060950",0,0,1,1,0,4,2,2
"Smp_061200",14,4,10,10,14,18,0,16
"Smp_061230",6,2,2,0,2,0,0,0
"Smp_061250",5,2,2,2,0,4,0,2
"Smp_061310",4,2,0,2,2,1,0,4
"Smp_061480",4,2,0,8,2,2,0,4
"Smp_061510",2,0,2,2,2,0,0,2
"Smp_061580",2,6,2,4,4,10,0,8
"Smp_061590",3,4,0,4,5,6,0,5
"Smp_061840",4,1,0,2,0,2,0,1
"Smp_061920",10,2,6,16,2,12,0,4
"Smp_061940",16,4,4,10,2,12,0,17
"Smp_062250",2,0,4,10,0,10,0,4
"Smp_062270",35,13,19,29,17,13,0,25
"Smp_062300",0,2,0,1,1,4,0,4
"Smp_062420",14,0,4,16,8,0,0,14
"Smp_062630",8,0,4,2,0,4,0,2
"Smp_062640",0,0,1,2,4,4,2,2
"Smp_062890",2,0,0,2,2,4,0,2
"Smp_062900",8,2,0,2,2,1,0,6
"Smp_062980",2,0,0,2,2,2,0,2
"Smp_063070",8,0,8,6,4,2,1,5
"Smp_063120",3,0,0,2,0,4,0,4
"Smp_063230",0,1,4,0,0,0,2,6
"Smp_063300",0,0,2,6,4,2,0,6
"Smp_063330",8,0,4,4,4,4,0,2
"Smp_063350",6,2,8,10,0,16,0,11
"Smp_063390",0,1,0,10,2,2,0,0
"Smp_063420",10,0,2,10,11,8,2,10
"Smp_063640",2,0,0,0,4,4,0,2
"Smp_064040",9,5,3,5,0,6,0,10
"Smp_064050",6,0,4,4,2,4,0,2
"Smp_064360",6,5,4,6,0,2,0,3
"Smp_064500",0,2,2,2,2,9,0,4
"Smp_064510",0,0,2,0,4,4,2,2
"Smp_064520",0,0,4,0,0,2,2,2
"Smp_064590",0,0,2,6,4,12,2,4
"Smp_064860",8,2,2,6,8,6,0,4
"Smp_064870",2,2,2,1,4,1,0,4
"Smp_064950",2,0,0,4,2,2,0,8
"Smp_065580",6,0,7,8,6,12,0,8
"Smp_065610",2,0,4,2,0,4,0,6
"Smp_065770",2,2,1,4,1,0,0,0
"Smp_065840",2,0,0,4,2,4,0,6
"Smp_066200",8,4,5,7,7,6,0,6
"Smp_066410",10,2,0,0,2,3,0,2
"Smp_066430",3,6,0,2,2,2,0,4
"Smp_066610",8,0,3,4,0,2,0,4
"Smp_066630",2,0,0,2,0,6,0,4
"Smp_066740",13,9,7,9,3,9,0,12
"Smp_066760",7,4,6,10,18,2,0,12
"Smp_066830",4,0,4,2,2,0,2,2
"Smp_066890",4,0,2,6,0,2,0,8
"Smp_066970",2,2,2,6,0,2,2,4
"Smp_066990",8,2,0,7,0,6,2,2
"Smp_067000",2,0,6,12,4,2,0,10
"Smp_067140",0,0,4,0,6,6,0,2
"Smp_067400",0,0,2,2,4,4,2,4
"Smp_067480",0,2,2,8,0,0,0,2
"Smp_067490",2,0,2,7,3,7,0,7
"Smp_067540",2,2,2,8,2,2,0,4
"Smp_067810",4,2,0,2,2,6,0,2
"Smp_067900",0,2,6,2,2,0,0,2
"Smp_068060",2,0,2,4,2,0,0,1
"Smp_068100",7,0,0,8,0,2,2,13
"Smp_068110",6,2,3,4,0,2,0,0
"Smp_068120",2,1,4,2,0,4,0,2
"Smp_068220",2,2,0,0,8,4,0,2
"Smp_068250",0,0,2,0,2,2,0,4
"Smp_068270",0,2,0,0,2,6,0,3
"Smp_068420",4,0,2,2,2,0,0,2
"Smp_068510",8,2,0,10,6,8,0,2
"Smp_068750",8,6,3,15,6,23,8,30
"Smp_068920",4,2,5,5,3,14,0,2
"Smp_068960",4,2,0,0,0,2,0,2
"Smp_069130",10,2,8,6,8,2,0,16
"Smp_069160",16,0,2,10,9,16,1,10
"Smp_069760",1,0,2,4,2,4,0,0
"Smp_069870",3,0,4,2,0,2,0,0
"Smp_069880",2,0,0,4,2,2,0,2
"Smp_069900",2,0,2,4,2,0,0,0
"Smp_069960",4,0,2,4,4,8,0,10
"Smp_070200",9,0,0,2,0,4,0,8
"Smp_070380",4,0,4,0,0,2,0,2
"Smp_070680",2,2,2,6,2,2,2,4
"Smp_070860",4,0,4,8,2,8,2,2
"Smp_071250",4,0,6,4,10,10,0,2
"Smp_071390",32,2,18,16,4,42,2,14
"Smp_071470",2,0,6,4,4,8,0,4
"Smp_071550",84,25,50,50,25,125,10,82
"Smp_071560",32,15,14,31,12,20,0,20
"Smp_071630",4,0,2,2,0,6,0,4
"Smp_071640",6,0,2,2,8,8,0,8
"Smp_071830",15,0,6,9,0,8,2,7
"Smp_072080",13,5,4,11,3,9,0,6
"Smp_072090",19,2,8,6,3,11,0,19
"Smp_072110",2,1,4,4,8,14,0,14
"Smp_072140",0,2,8,6,10,6,0,6
"Smp_072320",6,7,4,3,8,5,1,14
"Smp_072330",22,10,14,22,40,32,2,104
"Smp_072340",12,0,10,11,1,7,0,17
"Smp_072350",2,3,3,1,0,1,0,0
"Smp_072360",1,2,4,5,0,4,0,2
"Smp_072370",6,2,0,4,4,2,0,8
"Smp_072380",0,0,0,4,6,6,0,2
"Smp_072720",6,0,2,8,4,4,0,4
"Smp_072790",3,2,0,3,3,5,0,5
"Smp_072900",16,10,20,22,14,36,2,24
"Smp_073140",2,0,2,2,2,2,0,0
"Smp_073290",9,2,2,2,0,4,0,2
"Smp_073340",0,0,0,6,7,4,1,10
"Smp_073470",2,0,2,2,4,4,0,2
"Smp_073500",2,0,0,2,4,6,0,4
"Smp_073590",0,0,2,4,0,2,2,4
"Smp_073610",2,0,2,2,0,6,0,0
"Smp_073620",2,2,1,4,6,11,0,8
"Smp_073680",4,0,1,2,2,2,0,0
"Smp_073800",1,0,2,2,0,5,0,2
"Smp_073880",18,2,8,26,14,38,2,12
"Smp_073940",2,0,4,9,2,4,0,4
"Smp_074000",11,4,4,10,14,19,0,6
"Smp_074050",6,0,2,6,6,6,0,4
"Smp_074080",4,3,0,4,0,4,0,4
"Smp_074140",4,0,4,14,6,6,0,9
"Smp_074330",0,2,3,0,2,1,0,2
"Smp_074370",4,0,2,2,2,0,0,0
"Smp_074470",4,0,2,1,0,6,0,2
"Smp_074500",0,0,0,2,2,4,2,0
"Smp_074700",2,2,2,8,6,12,2,0
"Smp_074780",10,0,2,10,2,12,0,6
"Smp_074930",11,0,8,10,2,26,2,12
"Smp_074950",2,0,4,2,0,2,0,0
"Smp_075000",3,3,0,4,1,3,0,1
"Smp_075060",4,0,0,1,0,3,0,2
"Smp_075120",4,0,0,6,0,10,0,6
"Smp_075130",2,0,0,2,2,2,0,4
"Smp_075210",6,0,4,8,4,8,0,0
"Smp_075220",1,0,2,0,6,4,0,1
"Smp_075330",4,0,0,6,0,8,0,8
"Smp_075440",3,3,6,3,4,4,0,7
"Smp_075500",2,0,0,4,0,2,0,2
"Smp_076010",2,2,4,8,0,8,0,0
"Smp_076040",2,0,0,0,2,2,0,4
"Smp_076150",4,0,0,4,2,2,0,0
"Smp_076230",2,0,2,0,6,4,0,6
"Smp_076370",4,2,0,0,0,4,0,2
"Smp_076530",6,0,2,0,4,4,4,2
"Smp_076660",4,0,0,4,2,2,0,2
"Smp_076740",6,0,4,2,4,10,0,5
"Smp_076950",3,0,0,0,1,2,0,4
"Smp_076960",0,0,4,6,8,2,0,0
"Smp_077020",14,1,6,6,2,12,1,2
"Smp_077070",0,0,2,4,0,8,0,2
"Smp_077090",2,0,0,6,2,0,0,2
"Smp_077120",2,0,0,4,0,2,0,3
"Smp_077280",2,0,0,2,2,4,2,0
"Smp_077390",2,0,2,4,2,1,0,0
"Smp_077560",6,2,1,0,2,2,0,0
"Smp_078230",6,2,0,8,0,2,2,6
"Smp_078320",6,4,4,6,6,16,0,6
"Smp_078590",16,2,12,26,7,38,2,26
"Smp_078610",6,0,0,0,4,2,0,2
"Smp_078730",6,0,0,0,2,9,0,2
"Smp_079010",6,0,2,4,2,2,0,4
"Smp_079050",0,2,2,2,0,4,0,0
"Smp_079220",12,4,6,12,0,22,4,10
"Smp_079230",30,10,14,16,18,44,4,14
"Smp_079270",2,1,4,2,4,0,0,1
"Smp_079310",2,0,2,0,2,8,0,4
"Smp_079430",8,4,4,4,6,8,0,4
"Smp_079490",0,0,2,8,8,14,0,10
"Smp_079650",5,1,2,5,4,8,0,0
"Smp_079700",38,19,37,49,12,33,3,55
"Smp_079730",16,6,7,21,2,15,2,17
"Smp_079740",25,9,16,28,11,14,3,20
"Smp_079770",7,0,6,2,2,6,0,5
"Smp_079860",6,0,4,0,4,6,0,4
"Smp_079910",0,0,2,0,4,2,0,7
"Smp_079920",10,0,0,8,4,8,0,6
"Smp_079950",2,2,0,2,0,8,0,0
"Smp_079960",6,0,0,7,3,7,0,6
"Smp_080280",12,0,10,12,2,13,0,14
"Smp_080370",8,2,4,6,4,6,0,11
"Smp_080420",2,2,2,6,0,0,0,6
"Smp_080530",0,0,0,2,4,4,0,2
"Smp_080840",3,3,4,6,2,5,0,6
"Smp_080920",14,2,6,13,14,48,0,24
"Smp_080980",10,4,8,8,8,22,0,18
"Smp_082030",2,0,6,8,4,6,0,4
"Smp_082050",2,0,2,2,0,2,0,2
"Smp_082240",3,0,2,0,2,4,0,6
"Smp_082250",2,0,0,4,1,2,0,2
"Smp_082710",4,0,0,0,1,4,0,2
"Smp_082800",2,2,2,4,0,0,0,6
"Smp_082940",4,0,8,10,0,23,2,2
"Smp_083020",4,0,0,4,0,4,1,9
"Smp_083030",1,2,0,4,2,8,0,0
"Smp_083040",0,0,2,2,4,6,0,6
"Smp_083080",6,4,6,6,10,15,4,24
"Smp_083150",4,4,2,8,8,18,0,12
"Smp_083180",2,2,2,8,4,8,0,10
"Smp_083200",4,0,6,4,2,4,1,10
"Smp_083400",5,0,0,8,2,0,0,4
"Smp_083410",15,0,6,8,12,12,2,12
"Smp_083450",6,6,0,0,2,4,1,3
"Smp_083540",6,3,7,4,5,0,0,11
"Smp_083650",8,0,2,3,0,4,0,2
"Smp_083710",16,1,6,11,5,9,0,4
"Smp_083720",16,2,10,3,2,16,0,12
"Smp_083870",0,0,4,6,0,6,0,2
"Smp_084180",1,0,0,1,1,7,0,5
"Smp_084380",2,0,0,6,2,2,0,10
"Smp_084460",8,3,2,0,4,15,0,6
"Smp_084540",2,0,0,2,4,4,0,4
"Smp_084620",4,0,8,0,4,4,0,2
"Smp_084940",8,4,10,8,2,9,0,19
"Smp_085110",8,0,0,6,2,8,0,4
"Smp_085150",0,0,0,2,6,6,0,2
"Smp_085240",2,0,2,2,2,6,0,0
"Smp_085290",4,0,0,4,4,0,0,4
"Smp_085300",12,0,2,10,2,16,0,12
"Smp_085490",4,2,2,0,4,4,0,2
"Smp_085520",8,0,0,4,2,4,0,4
"Smp_085530",0,2,10,8,6,12,4,14
"Smp_085540",0,0,2,6,0,4,0,2
"Smp_085740",12,2,8,4,7,13,1,11
"Smp_085750",9,0,7,7,0,7,0,18
"Smp_086270",4,0,4,5,0,2,2,0
"Smp_086470",7,2,0,6,0,0,0,5
"Smp_086480",8,2,2,6,2,15,0,16
"Smp_086590",2,0,0,4,8,4,0,8
"Smp_086900",2,2,0,10,2,4,0,2
"Smp_087760",8,2,14,22,10,18,0,14
"Smp_087920",2,2,2,11,0,4,0,0
"Smp_087930",2,0,0,0,4,6,0,6
"Smp_087940",3,2,4,4,2,14,0,0
"Smp_088650",2,0,2,0,0,7,0,2
"Smp_088950",3,0,6,4,0,0,0,5
"Smp_089050",2,0,0,2,0,6,0,2
"Smp_089060",8,2,4,4,8,0,0,10
"Smp_089180",2,2,2,8,0,2,0,0
"Smp_089240",4,0,4,4,4,2,2,2
"Smp_089400",4,0,0,4,5,0,0,2
"Smp_089430",8,2,2,4,4,13,0,4
"Smp_089460",10,0,2,13,0,3,0,2
"Smp_089570",2,2,4,0,4,10,0,0
"Smp_089630",4,0,0,2,0,2,2,2
"Smp_089640",6,0,2,4,2,6,0,2
"Smp_089650",5,0,2,1,0,0,0,4
"Smp_089670",2,0,0,10,0,2,0,2
"Smp_089880",6,2,0,2,4,1,0,1
"Smp_089930",4,0,2,2,0,0,0,8
"Smp_090120",8,0,2,4,6,12,0,10
"Smp_090230",4,0,2,3,6,18,0,2
"Smp_090240",13,8,11,9,0,10,0,8
"Smp_090450",1,2,4,4,0,2,0,0
"Smp_090690",5,4,1,5,5,3,0,7
"Smp_090800",2,0,0,6,6,8,0,2
"Smp_090890",2,0,0,2,2,0,0,4
"Smp_090920",31,3,6,16,4,2,0,9
"Smp_090930",14,2,2,12,2,8,0,8
"Smp_091010",8,2,6,10,6,16,0,14
"Smp_091170",4,0,2,2,6,0,0,3
"Smp_091240",4,2,4,0,0,0,0,2
"Smp_091390",7,2,4,5,0,2,0,2
"Smp_091460",8,2,14,12,26,22,4,34
"Smp_091470",0,0,0,4,0,4,2,4
"Smp_091480",6,0,4,8,4,16,0,8
"Smp_091840",2,0,6,0,2,6,0,4
"Smp_092280",2,0,0,2,4,4,0,2
"Smp_092320",2,2,0,0,1,2,0,4
"Smp_092380",0,0,0,6,2,6,0,4
"Smp_092500",4,4,0,0,2,6,0,4
"Smp_092750",23,6,12,16,16,22,0,8
"Smp_092770",16,4,13,14,7,32,0,19
"Smp_092780",2,0,0,6,4,4,0,5
"Smp_092810",6,3,1,13,0,7,0,0
"Smp_092880",10,2,1,2,0,4,0,4
"Smp_092930",6,0,0,2,2,2,0,2
"Smp_093100",2,0,0,2,10,6,2,4
"Smp_093280",9,4,4,2,4,2,0,14
"Smp_093440",6,0,4,7,4,24,0,8
"Smp_093540",6,0,0,5,0,3,0,1
"Smp_093690",6,2,0,2,6,2,0,12
"Smp_093700",0,0,2,2,0,4,0,4
"Smp_093720",10,3,6,3,1,7,0,3
"Smp_093820",0,0,2,4,8,2,0,2
"Smp_093930",21,4,10,20,8,4,0,11
"Smp_093950",2,0,4,6,4,2,0,6
"Smp_094020",0,1,4,1,2,0,0,2
"Smp_094140",9,1,2,2,3,8,0,6
"Smp_094330",0,0,2,6,2,0,0,6
"Smp_094360",0,2,0,0,2,2,0,6
"Smp_094420",4,0,2,4,1,4,2,4
"Smp_094480",2,0,2,4,0,4,0,0
"Smp_094630",0,4,6,2,0,2,0,2
"Smp_094760",0,0,2,8,2,2,2,4
"Smp_094810",2,2,0,6,2,5,2,0
"Smp_095130",0,0,2,2,2,2,0,4
"Smp_095150",0,0,6,8,0,4,4,6
"Smp_095580",2,0,0,2,0,4,0,2
"Smp_095670",2,1,0,2,0,2,0,4
"Smp_095910",2,0,2,2,2,2,0,2
"Smp_096010",3,2,0,2,0,6,0,2
"Smp_096020",6,0,0,4,2,8,0,4
"Smp_096200",2,0,2,4,2,2,1,6
"Smp_096390",18,0,4,12,6,8,2,8
"Smp_096450",8,2,4,2,4,6,0,8
"Smp_096720",5,3,2,2,1,0,0,2
"Smp_096750",4,1,12,16,7,30,1,8
"Smp_096760",2,0,2,4,2,4,0,8
"Smp_097180",4,0,3,8,2,4,0,5
"Smp_097240",8,0,0,11,6,5,0,3
"Smp_097320",5,2,1,3,0,3,0,5
"Smp_097380",16,2,2,4,2,10,0,8
"Smp_097490",8,0,6,8,0,10,0,2
"Smp_097500",8,0,0,5,0,6,2,7
"Smp_097590",18,2,6,11,5,10,2,14
"Smp_097660",14,6,0,10,26,20,0,18
"Smp_097700",2,2,2,2,0,6,0,2
"Smp_097750",18,6,6,16,8,39,0,24
"Smp_097790",2,4,0,6,2,1,2,1
"Smp_097800",33,12,40,77,45,66,8,46
"Smp_098320",3,0,0,3,2,2,0,0
"Smp_098330",4,0,0,4,2,6,0,2
"Smp_098650",5,5,4,3,0,4,2,5
